,conditionDay,conditionIdDay,conditionIdNight,conditionNight,moonphase,moonrise,moonset,predictDate,sunrise,sunset,tempDay,tempNight,updatetime,windDegreesDay,windDegreesNight,windDirDay,windDirNight,windLevelDay,windLevelNight,windSpeedDay,windSpeedNight,cityid,name,pname
894,晴,0,30,晴,WaxingGibbous,2019-03-16 12:31:00,2019-03-16 02:24:00,2019-03-16,2019-03-16 06:07:00,2019-03-16 18:04:00,11,3,2019-03-03 19:11:00,270,225,西风,西南风,3-4,4-5,5.6,8.05,1439,烟台市,山东省
895,晴,0,30,晴,WaxingGibbous,2019-03-17 13:36:00,2019-03-17 03:20:00,2019-03-17,2019-03-17 06:06:00,2019-03-17 18:04:00,7,2,2019-03-03 19:11:00,315,45,西北风,东北风,3-4,3,5.6,4.4,1439,烟台市,山东省
896,多云,1,2,阴,WaningCrescent,2019-03-02 03:56:00,2019-03-02 13:56:00,2019-03-02,2019-03-02 06:34:00,2019-03-02 17:58:00,14,0,2019-03-02 23:05:00,180,180,南风,南风,3-4,3,5.6,4.4,1452,潍坊市,山东省
897,多云,1,31,多云,WaningCrescent,2019-03-03 04:40:00,2019-03-03 14:50:00,2019-03-03,2019-03-03 06:32:00,2019-03-03 17:59:00,12,0,2019-03-03 19:05:00,0,270,北风,西风,3,3,4.4,4.4,1452,潍坊市,山东省
898,晴,0,2,阴,WaningCrescent,2019-03-04 05:20:00,2019-03-04 15:45:00,2019-03-04,2019-03-04 06:31:00,2019-03-04 18:00:00,17,2,2019-03-03 19:05:00,180,180,南风,南风,3,3,4.4,4.4,1452,潍坊市,山东省
899,阴,2,31,多云,WaningCrescent,2019-03-05 05:55:00,2019-03-05 16:40:00,2019-03-05,2019-03-05 06:29:00,2019-03-05 18:01:00,17,3,2019-03-03 19:05:00,180,0,南风,北风,3,3,4.4,4.4,1452,潍坊市,山东省
900,晴,0,30,晴,WaningCrescent,2019-03-06 06:28:00,2019-03-06 17:36:00,2019-03-06,2019-03-06 06:28:00,2019-03-06 18:01:00,8,-1,2019-03-03 19:05:00,0,270,北风,西风,3-4,3,5.6,4.4,1452,潍坊市,山东省
901,晴,0,30,晴,New,2019-03-07 06:58:00,2019-03-07 18:33:00,2019-03-07,2019-03-07 06:27:00,2019-03-07 18:02:00,11,0,2019-03-03 19:05:00,0,180,北风,南风,3,3,4.4,4.4,1452,潍坊市,山东省
902,阴,2,2,阴,WaxingCrescent,2019-03-08 07:27:00,2019-03-08 19:29:00,2019-03-08,2019-03-08 06:25:00,2019-03-08 18:03:00,14,1,2019-03-03 19:05:00,180,180,南风,南风,3,3,4.4,4.4,1452,潍坊市,山东省
903,阴,2,2,阴,WaxingCrescent,2019-03-09 07:55:00,2019-03-09 20:26:00,2019-03-09,2019-03-09 06:24:00,2019-03-09 18:04:00,13,1,2019-03-03 19:05:00,135,180,东南风,南风,3,3,4.4,4.4,1452,潍坊市,山东省
904,阴,2,2,阴,WaxingCrescent,2019-03-10 08:24:00,2019-03-10 21:24:00,2019-03-10,2019-03-10 06:22:00,2019-03-10 18:05:00,12,2,2019-03-03 19:11:00,270,225,西风,西南风,3,3,4.4,4.4,1452,潍坊市,山东省
905,多云,1,31,多云,WaxingCrescent,2019-03-11 08:55:00,2019-03-11 22:24:00,2019-03-11,2019-03-11 06:21:00,2019-03-11 18:06:00,15,2,2019-03-03 19:11:00,315,315,西北风,西北风,3,3,4.4,4.4,1452,潍坊市,山东省
906,晴,0,30,晴,WaxingCrescent,2019-03-12 09:29:00,2019-03-12 23:25:00,2019-03-12,2019-03-12 06:20:00,2019-03-12 18:07:00,12,1,2019-03-03 19:11:00,0,225,北风,西南风,3-4,3,5.6,4.4,1452,潍坊市,山东省
907,晴,0,30,晴,WaxingCrescent,2019-03-13 10:07:00,2019-03-13 00:27:00,2019-03-13,2019-03-13 06:18:00,2019-03-13 18:08:00,15,4,2019-03-03 19:11:00,270,225,西风,西南风,3,3,4.4,4.4,1452,潍坊市,山东省
908,多云,1,2,阴,First,2019-03-14 10:51:00,2019-03-14 00:27:00,2019-03-14,2019-03-14 06:17:00,2019-03-14 18:09:00,17,5,2019-03-03 19:11:00,225,180,西南风,南风,3-4,3-4,5.6,5.6,1452,潍坊市,山东省
909,阴,2,31,多云,WaxingGibbous,2019-03-15 11:41:00,2019-03-15 01:29:00,2019-03-15,2019-03-15 06:15:00,2019-03-15 18:10:00,14,5,2019-03-03 19:11:00,180,225,南风,西南风,4-5,3-4,8.05,5.6,1452,潍坊市,山东省
910,晴,0,30,晴,WaxingGibbous,2019-03-16 12:40:00,2019-03-16 02:29:00,2019-03-16,2019-03-16 06:14:00,2019-03-16 18:10:00,17,4,2019-03-03 19:11:00,315,270,西北风,西风,3-4,3-4,5.6,5.6,1452,潍坊市,山东省
911,晴,0,30,晴,WaxingGibbous,2019-03-17 13:45:00,2019-03-17 03:26:00,2019-03-17,2019-03-17 06:13:00,2019-03-17 18:11:00,12,2,2019-03-03 19:11:00,45,180,东北风,南风,3,3,4.4,4.4,1452,潍坊市,山东省
912,晴,0,30,晴,WaningCrescent,2019-03-02 04:01:00,2019-03-02 13:30:00,2019-03-02,2019-03-02 06:27:00,2019-03-02 17:43:00,16,-8,2019-03-02 23:05:00,225,225,西南风,西南风,3-4,3-4,5.6,5.6,146,阜新市,辽宁省
913,霾,45,31,多云,WaningCrescent,2019-03-03 04:44:00,2019-03-03 14:25:00,2019-03-03,2019-03-03 06:26:00,2019-03-03 17:44:00,15,-6,2019-03-03 19:05:00,0,0,北风,北风,3-4,3,5.6,4.4,146,阜新市,辽宁省
914,多云,1,6,雨夹雪,WaningCrescent,2019-03-04 05:22:00,2019-03-04 15:22:00,2019-03-04,2019-03-04 06:24:00,2019-03-04 17:45:00,13,-1,2019-03-03 19:05:00,0,315,北风,西北风,3,3,4.4,4.4,146,阜新市,辽宁省
915,小雨,7,31,多云,WaningCrescent,2019-03-05 05:56:00,2019-03-05 16:20:00,2019-03-05,2019-03-05 06:23:00,2019-03-05 17:47:00,12,-2,2019-03-03 19:05:00,315,0,西北风,北风,3,3-4,4.4,5.6,146,阜新市,辽宁省
916,晴,0,30,晴,WaningCrescent,2019-03-06 06:25:00,2019-03-06 17:19:00,2019-03-06,2019-03-06 06:21:00,2019-03-06 17:48:00,7,-4,2019-03-03 19:05:00,0,315,北风,西北风,3-4,3,5.6,4.4,146,阜新市,辽宁省
917,晴,0,31,多云,New,2019-03-07 06:53:00,2019-03-07 18:18:00,2019-03-07,2019-03-07 06:19:00,2019-03-07 17:49:00,10,-3,2019-03-03 19:05:00,180,180,南风,南风,3,3,4.4,4.4,146,阜新市,辽宁省
918,阴,2,2,阴,WaxingCrescent,2019-03-08 07:19:00,2019-03-08 19:17:00,2019-03-08,2019-03-08 06:18:00,2019-03-08 17:50:00,15,-1,2019-03-03 19:05:00,225,225,西南风,西南风,3-4,3,5.6,4.4,146,阜新市,辽宁省
919,阴,2,2,阴,WaxingCrescent,2019-03-09 07:44:00,2019-03-09 20:17:00,2019-03-09,2019-03-09 06:16:00,2019-03-09 17:51:00,8,-3,2019-03-03 19:05:00,180,90,南风,东风,3,3,4.4,4.4,146,阜新市,辽宁省
920,雨夹雪,6,30,晴,WaxingCrescent,2019-03-10 08:10:00,2019-03-10 21:18:00,2019-03-10,2019-03-10 06:14:00,2019-03-10 17:52:00,9,-3,2019-03-03 19:11:00,225,315,西南风,西北风,3,3,4.4,4.4,146,阜新市,辽宁省
921,阴,2,30,晴,WaxingCrescent,2019-03-11 08:38:00,2019-03-11 22:21:00,2019-03-11,2019-03-11 06:13:00,2019-03-11 17:54:00,9,-3,2019-03-03 19:11:00,315,315,西北风,西北风,3,3-4,4.4,5.6,146,阜新市,辽宁省
922,多云,1,30,晴,WaxingCrescent,2019-03-12 09:09:00,2019-03-12 23:25:00,2019-03-12,2019-03-12 06:11:00,2019-03-12 17:55:00,7,-1,2019-03-03 19:11:00,315,180,西北风,南风,3-4,3,5.6,4.4,146,阜新市,辽宁省
923,晴,0,30,晴,WaxingCrescent,2019-03-13 09:44:00,2019-03-13 00:29:00,2019-03-13,2019-03-13 06:09:00,2019-03-13 17:56:00,11,0,2019-03-03 19:11:00,315,225,西北风,西南风,3-4,3,5.6,4.4,146,阜新市,辽宁省
924,晴,0,31,多云,First,2019-03-14 10:26:00,2019-03-14 00:29:00,2019-03-14,2019-03-14 06:08:00,2019-03-14 17:57:00,14,3,2019-03-03 19:11:00,180,180,南风,南风,3,3,4.4,4.4,146,阜新市,辽宁省
925,雨,8,31,多云,WaxingGibbous,2019-03-15 11:15:00,2019-03-15 01:33:00,2019-03-15,2019-03-15 06:06:00,2019-03-15 17:58:00,12,1,2019-03-03 19:11:00,225,180,西南风,南风,4-5,3,8.05,4.4,146,阜新市,辽宁省
926,多云,1,31,多云,WaxingGibbous,2019-03-16 12:13:00,2019-03-16 02:34:00,2019-03-16,2019-03-16 06:04:00,2019-03-16 17:59:00,11,-1,2019-03-03 19:11:00,225,315,西南风,西北风,3,5-6,4.4,10.8,146,阜新市,辽宁省
927,晴,0,30,晴,WaxingGibbous,2019-03-17 13:20:00,2019-03-17 03:30:00,2019-03-17,2019-03-17 06:03:00,2019-03-17 18:00:00,7,-2,2019-03-03 19:11:00,315,315,西北风,西北风,5-6,3,10.8,4.4,146,阜新市,辽宁省
928,多云,1,31,多云,WaningCrescent,2019-03-02 03:46:00,2019-03-02 13:42:00,2019-03-02,2019-03-02 06:22:00,2019-03-02 17:45:00,12,4,2019-03-02 23:05:00,180,180,南风,南风,4-5,4-5,8.05,8.05,1463,威海市,山东省
929,多云,1,2,阴,WaningCrescent,2019-03-03 04:30:00,2019-03-03 14:35:00,2019-03-03,2019-03-03 06:21:00,2019-03-03 17:46:00,12,3,2019-03-03 19:05:00,180,270,南风,西风,4-5,3,8.05,4.4,1463,威海市,山东省
930,晴,0,2,阴,WaningCrescent,2019-03-04 05:09:00,2019-03-04 15:31:00,2019-03-04,2019-03-04 06:20:00,2019-03-04 17:47:00,10,3,2019-03-03 19:05:00,315,225,西北风,西南风,3,3,4.4,4.4,1463,威海市,山东省
931,阴,2,7,小雨,WaningCrescent,2019-03-05 05:45:00,2019-03-05 16:27:00,2019-03-05,2019-03-05 06:18:00,2019-03-05 17:48:00,12,3,2019-03-03 19:05:00,225,0,西南风,北风,3,3-4,4.4,5.6,1463,威海市,山东省
932,晴,0,30,晴,WaningCrescent,2019-03-06 06:17:00,2019-03-06 17:23:00,2019-03-06,2019-03-06 06:17:00,2019-03-06 17:49:00,7,2,2019-03-03 19:05:00,0,0,北风,北风,4-5,4-5,8.05,8.05,1463,威海市,山东省
933,晴,0,31,多云,New,2019-03-07 06:47:00,2019-03-07 18:20:00,2019-03-07,2019-03-07 06:15:00,2019-03-07 17:50:00,6,1,2019-03-03 19:05:00,0,225,北风,西南风,3-4,3,5.6,4.4,1463,威海市,山东省
934,阴,2,2,阴,WaxingCrescent,2019-03-08 07:15:00,2019-03-08 19:16:00,2019-03-08,2019-03-08 06:14:00,2019-03-08 17:51:00,9,2,2019-03-03 19:05:00,180,180,南风,南风,3,3,4.4,4.4,1463,威海市,山东省
935,阴,2,2,阴,WaxingCrescent,2019-03-09 07:43:00,2019-03-09 20:14:00,2019-03-09,2019-03-09 06:12:00,2019-03-09 17:52:00,9,2,2019-03-03 19:05:00,180,180,南风,南风,3,3,4.4,4.4,1463,威海市,山东省
936,阴,2,2,阴,WaxingCrescent,2019-03-10 08:12:00,2019-03-10 21:12:00,2019-03-10,2019-03-10 06:11:00,2019-03-10 17:53:00,7,2,2019-03-03 19:11:00,0,315,北风,西北风,3-4,3,5.6,4.4,1463,威海市,山东省
937,晴,0,31,多云,WaxingCrescent,2019-03-11 08:42:00,2019-03-11 22:12:00,2019-03-11,2019-03-11 06:09:00,2019-03-11 17:54:00,8,3,2019-03-03 19:11:00,270,315,西风,西北风,3,3,4.4,4.4,1463,威海市,山东省
938,晴,0,30,晴,WaxingCrescent,2019-03-12 09:15:00,2019-03-12 23:14:00,2019-03-12,2019-03-12 06:08:00,2019-03-12 17:55:00,7,2,2019-03-03 19:11:00,315,180,西北风,南风,3-4,3,5.6,4.4,1463,威海市,山东省
939,晴,0,30,晴,WaxingCrescent,2019-03-13 09:53:00,2019-03-13 00:16:00,2019-03-13,2019-03-13 06:07:00,2019-03-13 17:56:00,8,4,2019-03-03 19:11:00,270,225,西风,西南风,3-4,3,5.6,4.4,1463,威海市,山东省
940,晴,0,31,多云,First,2019-03-14 10:36:00,2019-03-14 00:16:00,2019-03-14,2019-03-14 06:05:00,2019-03-14 17:57:00,10,4,2019-03-03 19:11:00,180,180,南风,南风,3,3-4,4.4,5.6,1463,威海市,山东省
941,阴,2,31,多云,WaxingGibbous,2019-03-15 11:27:00,2019-03-15 01:18:00,2019-03-15,2019-03-15 06:04:00,2019-03-15 17:58:00,7,4,2019-03-03 19:11:00,180,180,南风,南风,3-4,4-5,5.6,8.05,1463,威海市,山东省
942,晴,0,31,多云,WaxingGibbous,2019-03-16 12:25:00,2019-03-16 02:19:00,2019-03-16,2019-03-16 06:02:00,2019-03-16 17:58:00,10,4,2019-03-03 19:11:00,270,225,西风,西南风,3-4,4-5,5.6,8.05,1463,威海市,山东省
943,晴,0,30,晴,WaxingGibbous,2019-03-17 13:31:00,2019-03-17 03:15:00,2019-03-17,2019-03-17 06:01:00,2019-03-17 17:59:00,6,3,2019-03-03 19:11:00,315,45,西北风,东北风,3-4,3,5.6,4.4,1463,威海市,山东省
944,多云,1,2,阴,WaningCrescent,2019-03-02 04:03:00,2019-03-02 14:10:00,2019-03-02,2019-03-02 06:43:00,2019-03-02 18:09:00,13,5,2019-03-02 23:05:00,135,180,东南风,南风,3,3,4.4,4.4,1470,济宁市,山东省
945,多云,1,30,晴,WaningCrescent,2019-03-03 04:47:00,2019-03-03 15:03:00,2019-03-03,2019-03-03 06:42:00,2019-03-03 18:10:00,12,1,2019-03-03 19:05:00,180,225,南风,西南风,3,3,4.4,4.4,1470,济宁市,山东省
946,阴,2,2,阴,WaningCrescent,2019-03-04 05:28:00,2019-03-04 15:58:00,2019-03-04,2019-03-04 06:40:00,2019-03-04 18:11:00,16,1,2019-03-03 19:05:00,180,180,南风,南风,3,3,4.4,4.4,1470,济宁市,山东省
947,阴,2,30,晴,WaningCrescent,2019-03-05 06:04:00,2019-03-05 16:53:00,2019-03-05,2019-03-05 06:39:00,2019-03-05 18:12:00,15,3,2019-03-03 19:05:00,180,0,南风,北风,3,3,4.4,4.4,1470,济宁市,山东省
948,晴,0,30,晴,WaningCrescent,2019-03-06 06:37:00,2019-03-06 17:49:00,2019-03-06,2019-03-06 06:38:00,2019-03-06 18:13:00,12,-1,2019-03-03 19:05:00,45,45,东北风,东北风,3,3,4.4,4.4,1470,济宁市,山东省
949,多云,1,2,阴,New,2019-03-07 07:07:00,2019-03-07 18:44:00,2019-03-07,2019-03-07 06:36:00,2019-03-07 18:13:00,12,0,2019-03-03 19:05:00,315,180,西北风,南风,3,3,4.4,4.4,1470,济宁市,山东省
950,阴,2,2,阴,WaxingCrescent,2019-03-08 07:37:00,2019-03-08 19:40:00,2019-03-08,2019-03-08 06:35:00,2019-03-08 18:14:00,13,2,2019-03-03 19:05:00,180,180,南风,南风,3,3,4.4,4.4,1470,济宁市,山东省
951,阴,2,2,阴,WaxingCrescent,2019-03-09 08:06:00,2019-03-09 20:36:00,2019-03-09,2019-03-09 06:34:00,2019-03-09 18:15:00,14,2,2019-03-03 19:05:00,90,90,东风,东风,3,3,4.4,4.4,1470,济宁市,山东省
952,阴,2,8,雨,WaxingCrescent,2019-03-10 08:36:00,2019-03-10 21:34:00,2019-03-10,2019-03-10 06:32:00,2019-03-10 18:16:00,13,3,2019-03-03 19:11:00,180,315,南风,西北风,3,3,4.4,4.4,1470,济宁市,山东省
953,晴,0,31,多云,WaxingCrescent,2019-03-11 09:07:00,2019-03-11 22:32:00,2019-03-11,2019-03-11 06:31:00,2019-03-11 18:17:00,17,3,2019-03-03 19:11:00,270,0,西风,北风,3,3,4.4,4.4,1470,济宁市,山东省
954,晴,0,30,晴,WaxingCrescent,2019-03-12 09:41:00,2019-03-12 23:33:00,2019-03-12,2019-03-12 06:29:00,2019-03-12 18:18:00,15,3,2019-03-03 19:11:00,0,180,北风,南风,3-4,3,5.6,4.4,1470,济宁市,山东省
955,晴,0,30,晴,WaxingCrescent,2019-03-13 10:20:00,2019-03-13 00:34:00,2019-03-13,2019-03-13 06:28:00,2019-03-13 18:19:00,15,4,2019-03-03 19:11:00,225,180,西南风,南风,3,3,4.4,4.4,1470,济宁市,山东省
956,多云,1,2,阴,First,2019-03-14 11:04:00,2019-03-14 00:34:00,2019-03-14,2019-03-14 06:27:00,2019-03-14 18:19:00,17,5,2019-03-03 19:11:00,180,180,南风,南风,3-4,3,5.6,4.4,1470,济宁市,山东省
957,多云,1,31,多云,WaxingGibbous,2019-03-15 11:55:00,2019-03-15 01:36:00,2019-03-15,2019-03-15 06:25:00,2019-03-15 18:20:00,17,5,2019-03-03 19:11:00,225,270,西南风,西风,4-5,3,8.05,4.4,1470,济宁市,山东省
958,晴,0,30,晴,WaxingGibbous,2019-03-16 12:54:00,2019-03-16 02:36:00,2019-03-16,2019-03-16 06:24:00,2019-03-16 18:21:00,19,5,2019-03-03 19:11:00,315,45,西北风,东北风,3,3,4.4,4.4,1470,济宁市,山东省
959,晴,0,2,阴,WaxingGibbous,2019-03-17 13:59:00,2019-03-17 03:33:00,2019-03-17,2019-03-17 06:23:00,2019-03-17 18:22:00,17,4,2019-03-03 19:11:00,135,135,东南风,东南风,3,3,4.4,4.4,1470,济宁市,山东省
960,多云,1,2,阴,WaningCrescent,2019-03-02 04:03:00,2019-03-02 14:06:00,2019-03-02,2019-03-02 06:41:00,2019-03-02 18:06:00,14,0,2019-03-02 23:05:00,180,180,南风,南风,3,3,4.4,4.4,1482,泰安市,山东省
961,多云,1,30,晴,WaningCrescent,2019-03-03 04:47:00,2019-03-03 14:59:00,2019-03-03,2019-03-03 06:40:00,2019-03-03 18:07:00,12,0,2019-03-03 19:05:00,180,225,南风,西南风,3,3,4.4,4.4,1482,泰安市,山东省
962,阴,2,2,阴,WaningCrescent,2019-03-04 05:27:00,2019-03-04 15:54:00,2019-03-04,2019-03-04 06:39:00,2019-03-04 18:08:00,16,2,2019-03-03 19:05:00,180,135,南风,东南风,3,3,4.4,4.4,1482,泰安市,山东省
963,阴,2,31,多云,WaningCrescent,2019-03-05 06:03:00,2019-03-05 16:50:00,2019-03-05,2019-03-05 06:37:00,2019-03-05 18:09:00,16,2,2019-03-03 19:05:00,180,0,南风,北风,3,3,4.4,4.4,1482,泰安市,山东省
964,晴,0,30,晴,WaningCrescent,2019-03-06 06:36:00,2019-03-06 17:46:00,2019-03-06,2019-03-06 06:36:00,2019-03-06 18:10:00,11,-1,2019-03-03 19:05:00,0,0,北风,北风,3,3,4.4,4.4,1482,泰安市,山东省
965,晴,0,30,晴,New,2019-03-07 07:06:00,2019-03-07 18:41:00,2019-03-07,2019-03-07 06:35:00,2019-03-07 18:11:00,11,0,2019-03-03 19:05:00,180,45,南风,东北风,3,3,4.4,4.4,1482,泰安市,山东省
966,阴,2,2,阴,WaxingCrescent,2019-03-08 07:35:00,2019-03-08 19:38:00,2019-03-08,2019-03-08 06:33:00,2019-03-08 18:12:00,12,1,2019-03-03 19:05:00,180,135,南风,东南风,3,3,4.4,4.4,1482,泰安市,山东省
967,阴,2,2,阴,WaxingCrescent,2019-03-09 08:04:00,2019-03-09 20:34:00,2019-03-09,2019-03-09 06:32:00,2019-03-09 18:13:00,13,0,2019-03-03 19:05:00,45,45,东北风,东北风,3,3,4.4,4.4,1482,泰安市,山东省
968,阴,2,6,雨夹雪,WaxingCrescent,2019-03-10 08:33:00,2019-03-10 21:32:00,2019-03-10,2019-03-10 06:31:00,2019-03-10 18:14:00,12,1,2019-03-03 19:11:00,225,315,西南风,西北风,3,3,4.4,4.4,1482,泰安市,山东省
969,晴,0,30,晴,WaxingCrescent,2019-03-11 09:04:00,2019-03-11 22:31:00,2019-03-11,2019-03-11 06:29:00,2019-03-11 18:15:00,15,1,2019-03-03 19:11:00,270,0,西风,北风,3,3,4.4,4.4,1482,泰安市,山东省
970,晴,0,30,晴,WaxingCrescent,2019-03-12 09:38:00,2019-03-12 23:32:00,2019-03-12,2019-03-12 06:28:00,2019-03-12 18:15:00,12,1,2019-03-03 19:11:00,0,180,北风,南风,3-4,3,5.6,4.4,1482,泰安市,山东省
971,晴,0,30,晴,WaxingCrescent,2019-03-13 10:16:00,2019-03-13 00:34:00,2019-03-13,2019-03-13 06:26:00,2019-03-13 18:16:00,14,3,2019-03-03 19:11:00,225,180,西南风,南风,3,3,4.4,4.4,1482,泰安市,山东省
972,多云,1,2,阴,First,2019-03-14 11:00:00,2019-03-14 00:34:00,2019-03-14,2019-03-14 06:25:00,2019-03-14 18:17:00,15,4,2019-03-03 19:11:00,180,180,南风,南风,3-4,3,5.6,4.4,1482,泰安市,山东省
973,雨,8,30,晴,WaxingGibbous,2019-03-15 11:51:00,2019-03-15 01:36:00,2019-03-15,2019-03-15 06:24:00,2019-03-15 18:18:00,15,3,2019-03-03 19:11:00,180,270,南风,西风,4-5,3,8.05,4.4,1482,泰安市,山东省
974,晴,0,30,晴,WaxingGibbous,2019-03-16 12:50:00,2019-03-16 02:36:00,2019-03-16,2019-03-16 06:22:00,2019-03-16 18:19:00,17,4,2019-03-03 19:11:00,315,0,西北风,北风,3-4,3,5.6,4.4,1482,泰安市,山东省
975,晴,0,31,多云,WaxingGibbous,2019-03-17 13:55:00,2019-03-17 03:33:00,2019-03-17,2019-03-17 06:21:00,2019-03-17 18:20:00,15,3,2019-03-03 19:11:00,135,135,东南风,东南风,3,3,4.4,4.4,1482,泰安市,山东省
976,多云,1,31,多云,WaningCrescent,2019-03-02 03:51:00,2019-03-02 13:58:00,2019-03-02,2019-03-02 06:31:00,2019-03-02 17:57:00,11,4,2019-03-02 23:05:00,45,0,东北风,北风,3-4,3-4,5.6,5.6,1489,日照市,山东省
977,阵雨,3,30,晴,WaningCrescent,2019-03-03 04:35:00,2019-03-03 14:51:00,2019-03-03,2019-03-03 06:30:00,2019-03-03 17:58:00,9,1,2019-03-03 19:05:00,0,270,北风,西风,3-4,3,5.6,4.4,1489,日照市,山东省
978,多云,1,2,阴,WaningCrescent,2019-03-04 05:15:00,2019-03-04 15:46:00,2019-03-04,2019-03-04 06:28:00,2019-03-04 17:59:00,10,3,2019-03-03 19:05:00,135,180,东南风,南风,3,3,4.4,4.4,1489,日照市,山东省
979,阴,2,31,多云,WaningCrescent,2019-03-05 05:52:00,2019-03-05 16:41:00,2019-03-05,2019-03-05 06:27:00,2019-03-05 18:00:00,8,3,2019-03-03 19:05:00,135,0,东南风,北风,3,3-4,4.4,5.6,1489,日照市,山东省
980,晴,0,30,晴,WaningCrescent,2019-03-06 06:25:00,2019-03-06 17:36:00,2019-03-06,2019-03-06 06:26:00,2019-03-06 18:01:00,10,1,2019-03-03 19:05:00,0,0,北风,北风,4-5,3-4,8.05,5.6,1489,日照市,山东省
981,晴,0,2,阴,New,2019-03-07 06:55:00,2019-03-07 18:32:00,2019-03-07,2019-03-07 06:25:00,2019-03-07 18:02:00,8,1,2019-03-03 19:05:00,0,0,北风,北风,3,3,4.4,4.4,1489,日照市,山东省
982,阴,2,2,阴,WaxingCrescent,2019-03-08 07:25:00,2019-03-08 19:28:00,2019-03-08,2019-03-08 06:23:00,2019-03-08 18:03:00,8,2,2019-03-03 19:05:00,135,180,东南风,南风,3,3,4.4,4.4,1489,日照市,山东省
983,小雨,7,7,小雨,WaxingCrescent,2019-03-09 07:54:00,2019-03-09 20:24:00,2019-03-09,2019-03-09 06:22:00,2019-03-09 18:03:00,9,3,2019-03-03 19:05:00,90,45,东风,东北风,3,3,4.4,4.4,1489,日照市,山东省
984,阴,2,2,阴,WaxingCrescent,2019-03-10 08:24:00,2019-03-10 21:21:00,2019-03-10,2019-03-10 06:20:00,2019-03-10 18:04:00,8,3,2019-03-03 19:12:00,90,270,东风,西风,3,3,4.4,4.4,1489,日照市,山东省
985,雨,8,31,多云,WaxingCrescent,2019-03-11 08:55:00,2019-03-11 22:20:00,2019-03-11,2019-03-11 06:19:00,2019-03-11 18:05:00,11,4,2019-03-03 19:12:00,0,315,北风,西北风,3,3,4.4,4.4,1489,日照市,山东省
986,晴,0,30,晴,WaxingCrescent,2019-03-12 09:29:00,2019-03-12 23:21:00,2019-03-12,2019-03-12 06:18:00,2019-03-12 18:06:00,10,3,2019-03-03 19:12:00,0,180,北风,南风,3-4,3,5.6,4.4,1489,日照市,山东省
987,晴,0,30,晴,WaxingCrescent,2019-03-13 10:08:00,2019-03-13 00:22:00,2019-03-13,2019-03-13 06:16:00,2019-03-13 18:07:00,11,4,2019-03-03 19:12:00,180,225,南风,西南风,3,3,4.4,4.4,1489,日照市,山东省
988,晴,0,2,阴,First,2019-03-14 10:52:00,2019-03-14 00:22:00,2019-03-14,2019-03-14 06:15:00,2019-03-14 18:08:00,12,3,2019-03-03 19:12:00,135,180,东南风,南风,3,3,4.4,4.4,1489,日照市,山东省
989,阴,2,31,多云,WaxingGibbous,2019-03-15 11:43:00,2019-03-15 01:24:00,2019-03-15,2019-03-15 06:14:00,2019-03-15 18:08:00,10,4,2019-03-03 19:12:00,180,180,南风,南风,3-4,3-4,5.6,5.6,1489,日照市,山东省
990,晴,0,30,晴,WaxingGibbous,2019-03-16 12:42:00,2019-03-16 02:24:00,2019-03-16,2019-03-16 06:12:00,2019-03-16 18:09:00,14,5,2019-03-03 19:12:00,270,0,西风,北风,3,3,4.4,4.4,1489,日照市,山东省
991,晴,0,31,多云,WaxingGibbous,2019-03-17 13:47:00,2019-03-17 03:21:00,2019-03-17,2019-03-17 06:11:00,2019-03-17 18:10:00,11,3,2019-03-03 19:12:00,45,135,东北风,东南风,3,3,4.4,4.4,1489,日照市,山东省
992,多云,1,2,阴,WaningCrescent,2019-03-02 04:01:00,2019-03-02 14:04:00,2019-03-02,2019-03-02 06:39:00,2019-03-02 18:04:00,14,1,2019-03-02 23:05:00,180,180,南风,南风,3-4,3-4,5.6,5.6,1493,莱芜市,山东省
993,阴,2,30,晴,WaningCrescent,2019-03-03 04:45:00,2019-03-03 14:57:00,2019-03-03,2019-03-03 06:38:00,2019-03-03 18:05:00,11,0,2019-03-03 19:05:00,180,225,南风,西南风,3-4,3,5.6,4.4,1493,莱芜市,山东省
994,阴,2,2,阴,WaningCrescent,2019-03-04 05:25:00,2019-03-04 15:52:00,2019-03-04,2019-03-04 06:36:00,2019-03-04 18:06:00,15,2,2019-03-03 19:05:00,225,180,西南风,南风,3,3,4.4,4.4,1493,莱芜市,山东省
995,阴,2,31,多云,WaningCrescent,2019-03-05 06:01:00,2019-03-05 16:47:00,2019-03-05,2019-03-05 06:35:00,2019-03-05 18:07:00,15,2,2019-03-03 19:05:00,225,45,西南风,东北风,3,3,4.4,4.4,1493,莱芜市,山东省
996,晴,0,30,晴,WaningCrescent,2019-03-06 06:33:00,2019-03-06 17:43:00,2019-03-06,2019-03-06 06:34:00,2019-03-06 18:08:00,10,-1,2019-03-03 19:05:00,0,45,北风,东北风,3,3,4.4,4.4,1493,莱芜市,山东省
997,晴,0,30,晴,New,2019-03-07 07:04:00,2019-03-07 18:39:00,2019-03-07,2019-03-07 06:32:00,2019-03-07 18:09:00,12,0,2019-03-03 19:05:00,90,135,东风,东南风,3,3,4.4,4.4,1493,莱芜市,山东省
